onet_soc_code,soc_code,occupation_title,occupation_description,a_median,tot_emp,median_wage_percentile,employment_percentile,labor_market_opportunity_score,interest_realistic,interest_investigative,interest_artistic,interest_social,interest_enterprising,interest_conventional,job_zone,education_expected_category,education_bachelors_or_higher_pct,essential_skill_active_learning_im,essential_skill_active_listening_im,essential_skill_critical_thinking_im,essential_skill_mathematics_im,essential_skill_reading_comprehension_im,essential_skill_science_im,essential_skill_speaking_im,essential_skill_writing_im,transferable_skill_complex_problem_solving_im,transferable_skill_coordination_im,transferable_skill_instructing_im,transferable_skill_judgment_and_decision_making_im,transferable_skill_management_of_financial_resources_im,transferable_skill_management_of_material_resources_im,transferable_skill_management_of_personnel_resources_im,transferable_skill_negotiation_im,transferable_skill_operation_and_control_im,transferable_skill_operations_analysis_im,transferable_skill_operations_monitoring_im,transferable_skill_persuasion_im,transferable_skill_programming_im,transferable_skill_quality_control_analysis_im,transferable_skill_repairing_im,transferable_skill_service_orientation_im,transferable_skill_social_perceptiveness_im,transferable_skill_systems_analysis_im,transferable_skill_systems_evaluation_im,transferable_skill_technology_design_im,transferable_skill_time_management_im,transferable_skill_troubleshooting_im
19-4031.00,19-4031,Chemical Technicians,"Conduct chemical and physical laboratory tests to assist scientists in making qualitative and quantitative analyses of solids, liquids, and gaseous materials for research and development of new products or processes, quality control, maintenance of environmental standards, and other work involving experimental, theoretical, or practical application of chemistry and related sciences.",60390.0,57540.0,0.4309623430962343,0.5202913631633714,0.4756268531298029,5.45,5.8,1.51,1.64,1.13,5.25,3.0,4.213,43.74,3.38,3.88,4.0,3.0,4.0,4.12,3.38,3.88,3.12,3.0,3.0,3.12,1.75,2.25,2.5,2.62,3.0,2.5,3.25,2.62,1.5,3.12,2.75,2.75,2.88,3.0,3.12,2.0,3.12,2.88
19-4042.00,19-4042,"Environmental Science and Protection Technicians, Including Health","Perform laboratory and field tests to monitor the environment and investigate sources of pollution, including those that affect health, under the direction of an environmental scientist, engineer, or other specialist. May collect samples of gases, soil, water, and other materials for testing.",55090.0,34670.0,0.3619246861924686,0.4214360041623309,0.3916803451773997,5.83,5.6,1.23,1.93,1.35,4.93,4.0,5.454254574542546,68.18,3.12,3.88,3.75,3.12,4.0,3.38,3.88,3.88,3.25,3.0,2.88,3.25,1.88,2.0,2.38,2.75,2.88,2.62,3.0,2.88,1.88,2.75,1.75,3.0,3.0,3.12,3.0,1.5,3.0,2.0
19-4043.00,19-4043,"Geological Technicians, Except Hydrologic Technicians","Assist scientists or engineers in the use of electronic, sonic, or nuclear measuring instruments in laboratory, exploration, and production activities to obtain data indicating resources such as metallic ore, minerals, gas, coal, or petroleum. Analyze mud and drill cuttings. Chart pressure, temperature, and other characteristics of wells or bore holes.",53350.0,6980.0,0.3493723849372385,0.1082206035379812,0.2287964942376099,5.6,5.18,1.28,1.46,1.11,5.34,4.0,,,2.75,3.12,3.5,2.75,3.75,2.62,3.0,3.25,3.12,3.0,2.62,3.12,1.75,2.12,2.5,2.38,2.75,1.5,3.0,2.62,1.62,2.25,2.0,2.5,2.88,2.62,2.5,2.0,3.25,2.12
19-4044.00,19-4044,Hydrologic Technicians,"Collect and organize data concerning the distribution and circulation of ground and surface water, and data on its physical, chemical, and biological properties. Measure and report on flow rates and ground water levels, maintain field equipment, collect water samples, install and collect sampling equipment, and process samples for shipment to testing laboratories. May collect data on behalf of hydrologists, engineers, developers, government agencies, or agriculture.",64790.0,2840.0,0.4958158995815899,0.0385015608740894,0.2671587302278397,5.48,4.92,1.0,1.68,1.47,5.28,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-4051.00,19-4051,Nuclear Technicians,"Assist nuclear physicists, nuclear engineers, or other scientists in laboratory, power generation, or electricity production activities. May operate, maintain, or provide quality control for nuclear testing and research equipment. May monitor radiation.",110240.0,6470.0,0.8478033472803347,0.0993756503642039,0.4735894988222693,5.75,4.57,1.0,1.83,2.26,5.07,3.0,,,3.38,3.62,3.62,2.75,3.62,2.75,3.25,3.25,3.25,3.12,3.0,3.25,1.75,1.88,2.38,2.62,3.25,1.62,3.88,2.88,2.12,3.5,2.88,2.75,3.0,2.75,3.0,1.88,3.0,3.25
19-4051.02,19-4051,Nuclear Monitoring Technicians,"Collect and test samples to monitor results of nuclear experiments and contamination of humans, facilities, and environment.",110240.0,6470.0,0.8478033472803347,0.0993756503642039,0.4735894988222693,6.1,4.43,1.0,1.9,1.53,5.51,3.0,3.9018098190180983,15.86,3.0,3.88,3.88,3.12,3.75,3.12,3.5,3.12,3.12,3.0,3.25,3.38,2.0,2.0,2.75,2.75,2.75,1.25,3.75,2.88,1.5,3.12,1.62,2.88,3.0,3.0,2.5,1.62,3.0,2.75
19-4061.00,19-4061,Social Science Research Assistants,"Assist social scientists in laboratory, survey, and other social science research. May help prepare findings for publication and assist in laboratory analysis, quality control, or data management.",61990.0,30640.0,0.4518828451882845,0.3891779396462019,0.4205303924172432,2.38,6.08,1.89,2.67,2.27,5.93,4.0,6.595759575957595,91.38,3.12,3.75,3.75,3.12,4.0,3.25,3.38,3.75,3.38,2.88,2.62,3.12,1.75,2.0,2.38,2.38,1.62,2.0,2.12,2.5,2.62,2.5,1.0,2.38,2.88,3.0,2.88,1.75,2.88,1.75
19-4071.00,19-4071,Forest and Conservation Technicians,"Provide technical assistance regarding the conservation of soil, water, forests, or related natural resources. May compile data pertaining to size, content, condition, and other characteristics of forest tracts under the direction of foresters, or train and lead forest workers in forest propagation and fire prevention and suppression. May assist conservation scientists in managing, improving, and protecting rangelands and wildlife habitats.",54560.0,30410.0,0.356694560669456,0.3860561914672216,0.3713753760683388,6.53,4.37,1.0,2.81,2.47,4.72,3.0,3.901709829017098,14.82,3.0,3.75,3.75,2.75,3.38,2.75,3.25,3.0,3.0,3.12,3.12,3.25,2.0,2.0,2.88,2.25,2.75,1.88,2.88,2.88,2.0,2.62,2.0,3.0,3.12,3.0,2.75,2.0,3.25,2.0
19-4092.00,19-4092,Forensic Science Technicians,"Collect, identify, classify, and analyze physical evidence related to criminal investigations. Perform tests on weapons or substances, such as fiber, hair, and tissue to determine significance to investigation. May testify as expert witnesses on evidence or crime laboratory techniques. May serve as specialists in area of expertise, such as ballistics, fingerprinting, handwriting, or biochemistry.",72060.0,19120.0,0.5585774058577406,0.283038501560874,0.4208079537093073,5.18,5.94,1.77,1.5,1.59,4.98,3.0,3.950704929507049,34.41,3.38,4.0,4.0,2.75,4.0,3.25,4.0,4.0,3.62,3.12,2.75,3.25,1.38,1.5,2.62,2.38,2.62,1.62,2.75,2.75,1.5,2.5,1.5,3.0,3.25,3.0,3.0,1.38,3.0,2.0
19-4099.00,19-4099,"Life, Physical, and Social Science Technicians, All Other","All life, physical, and social science technicians not listed separately.",62280.0,73910.0,0.4576359832635983,0.5754422476586889,0.5165391154611436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-4099.01,19-4099,Quality Control Analysts,"Conduct tests to determine quality of raw materials, bulk intermediate and finished products. May conduct stability sample tests.",62280.0,73910.0,0.4576359832635983,0.5754422476586889,0.5165391154611436,4.11,4.88,1.0,1.21,2.6,6.0,3.0,3.6393,27.9,3.12,3.38,3.25,3.0,3.75,2.75,3.12,3.25,3.38,2.75,2.62,3.0,1.5,1.75,1.88,2.38,2.75,2.0,3.25,2.25,1.75,4.0,1.88,2.75,3.0,3.0,3.0,1.62,3.0,3.0
19-4099.03,19-4099,Remote Sensing Technicians,"Apply remote sensing technologies to assist scientists in areas such as natural resources, urban planning, or homeland security. May prepare flight plans or sensor configurations for flight trips.",62280.0,73910.0,0.4576359832635983,0.5754422476586889,0.5165391154611436,5.1,4.6,2.14,1.51,1.71,5.24,4.0,5.363099999999999,70.77,3.0,3.38,3.75,3.5,3.5,2.62,3.5,3.25,3.25,3.12,2.62,3.38,1.88,2.12,2.62,2.5,2.38,2.0,2.75,2.5,2.75,2.88,1.88,2.5,2.88,3.38,2.75,1.88,2.88,2.38
19-5011.00,19-5011,Occupational Health and Safety Specialists,"Review, evaluate, and analyze work environments and design programs and procedures to control, eliminate, and prevent disease or injury caused by chemical, physical, and biological agents or ergonomic factors. May conduct inspections and enforce adherence to laws and regulations governing the health and safety of individuals. May be employed in the public or private sector.",90150.0,140610.0,0.7207112970711297,0.6940686784599376,0.7073899877655336,4.45,4.98,1.28,3.45,3.2,4.7,4.0,6.086991300869913,91.31,3.38,4.0,3.75,3.0,4.0,2.75,4.0,4.0,3.75,3.0,3.25,3.75,2.0,2.0,2.5,2.88,2.0,3.0,3.0,3.12,1.88,3.12,1.38,3.0,3.75,3.75,3.75,1.88,3.0,2.0
19-5012.00,19-5012,Occupational Health and Safety Technicians,"Collect data on work environments for analysis by occupational health and safety specialists. Implement and conduct evaluation of programs designed to limit chemical, physical, biological, and ergonomic risks to workers.",61560.0,30590.0,0.4435146443514644,0.3881373569198751,0.4158260006356697,5.35,4.88,1.0,2.87,2.64,5.56,3.0,5.238223822382238,57.14,3.12,4.0,3.88,2.75,3.88,2.75,3.88,3.75,3.25,3.0,3.0,3.25,2.0,2.0,2.62,3.12,2.62,2.12,2.88,3.12,1.88,2.88,1.12,3.0,3.12,3.12,3.0,1.88,3.0,2.0
21-1011.00,21-1011,Substance Abuse and Behavioral Disorder Counselors,"Counsel and advise individuals with alcohol, tobacco, drug, or other problems, such as gambling and eating disorders. May counsel individuals, families, or groups or engage in prevention programs.",,,,,,1.59,3.81,2.59,6.66,2.71,3.16,5.0,5.891199999999999,52.67999999999999,3.75,4.25,4.12,2.0,4.0,2.0,4.25,4.0,3.5,3.5,3.38,3.88,2.0,2.0,3.0,3.25,1.62,2.0,2.0,3.88,1.75,2.0,1.0,3.88,4.12,3.25,3.25,1.75,3.0,1.5
21-1012.00,21-1012,"Educational, Guidance, and Career Counselors and Advisors",Advise and assist students and provide educational and vocational guidance services.,64330.0,353310.0,0.4895397489539749,0.850156087408949,0.6698479181814619,1.0,3.3,3.13,7.0,3.92,4.09,5.0,6.8036196380361975,97.5,3.75,4.38,3.88,2.25,3.88,1.5,4.12,3.88,3.75,3.62,3.62,3.62,1.5,1.5,2.88,3.38,1.0,1.38,1.5,3.62,1.5,1.5,1.0,4.0,4.12,3.0,3.0,1.38,3.12,1.25
21-1013.00,21-1013,Marriage and Family Therapists,"Diagnose and treat mental and emotional disorders, whether cognitive, affective, or behavioral, within the context of marriage and family systems. Apply psychotherapeutic and family systems theories and techniques in the delivery of services to individuals, couples, and families for the purpose of treating such diagnosed nervous and mental disorders.",66940.0,66740.0,0.5209205020920502,0.5504682622268471,0.5356943821594486,1.49,5.32,3.58,6.22,1.78,2.9,5.0,8.375962403759624,97.96,3.75,4.88,3.88,1.88,4.0,2.5,4.25,4.0,4.0,3.5,3.5,4.0,1.38,1.25,3.0,3.62,1.12,2.75,1.5,3.62,1.25,1.25,1.0,4.0,4.38,3.12,3.25,1.5,3.12,1.0
21-1014.00,21-1014,Mental Health Counselors,"Counsel and advise individuals and groups to promote optimum mental and emotional health, with an emphasis on prevention. May help individuals deal with a broad range of mental health issues, such as those associated with addictions and substance abuse; family, parenting, and marital problems; stress management; self-esteem; or aging.",,,,,,1.31,4.42,3.06,6.79,2.96,3.43,5.0,8.142800000000001,100.0,3.75,5.0,4.0,2.0,4.12,2.75,4.25,4.12,3.75,3.0,3.0,4.0,1.62,1.5,2.75,3.0,1.0,2.5,1.62,3.62,1.62,1.5,1.0,3.88,5.0,3.0,3.0,1.5,3.0,1.0
21-1015.00,21-1015,Rehabilitation Counselors,"Counsel individuals to maximize the independence and employability of persons coping with personal, social, and vocational difficulties that result from birth defects, illness, disease, accidents, aging, or the stress of daily life. Coordinate activities for residents of care and treatment facilities. Assess client needs and design and implement rehabilitation programs that may include personal and vocational counseling, training, and job placement.",46850.0,94740.0,0.2133891213389121,0.6170655567117586,0.4152273390253354,1.23,3.27,2.98,6.8,3.56,3.26,4.0,6.154,87.08,3.12,4.0,3.62,2.0,3.75,2.25,4.0,3.62,3.12,3.62,3.12,3.38,1.5,1.38,2.75,3.0,1.12,2.88,1.62,3.12,1.5,1.25,1.0,4.0,4.0,3.12,3.12,1.5,3.25,1.0
21-1019.00,21-1019,"Counselors, All Other",All counselors not listed separately.,50860.0,28580.0,0.3148535564853556,0.3746097814776274,0.3447316689814915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21-1021.00,21-1021,"Child, Family, and School Social Workers","Provide social services and assistance to improve the social and psychological functioning of children and their families and to maximize the family well-being and the academic functioning of children. May assist parents, arrange adoptions, and find foster homes for abandoned or abused children. In schools, they address such problems as teenage pregnancy, misbehavior, and truancy. May also advise teachers.",59550.0,392550.0,0.4194560669456067,0.8657648283038502,0.6426104476247284,1.7,3.32,2.9,6.85,2.94,3.57,4.0,6.4615,94.49,3.38,4.88,4.12,2.0,4.0,2.25,4.5,3.75,3.88,3.75,3.12,4.0,1.38,1.38,2.88,3.75,2.0,2.62,2.12,3.75,1.38,1.75,1.0,4.0,4.12,3.12,2.88,1.5,3.75,1.5
21-1022.00,21-1022,Healthcare Social Workers,"Provide individuals, families, and groups with the psychosocial support needed to cope with chronic, acute, or terminal illnesses. Services include advising family caregivers. Provide patients with information and counseling, and make referrals for other services. May also provide case and care management or interventions designed to promote health, prevent disease, and address barriers to access to healthcare.",67880.0,187630.0,0.5261506276150628,0.7658688865764828,0.6460097570957728,1.96,4.24,2.34,6.92,2.55,3.07,5.0,7.888888888888888,99.99,3.75,4.0,4.0,2.0,4.0,2.62,4.12,3.88,3.88,4.0,3.0,3.62,1.62,1.75,3.12,3.12,1.62,2.88,1.62,3.25,1.62,1.62,1.0,4.12,4.25,2.75,3.12,1.62,3.12,1.0
21-1023.00,21-1023,Mental Health and Substance Abuse Social Workers,"Assess and treat individuals with mental, emotional, or substance abuse problems, including abuse of alcohol, tobacco, and/or other drugs. Activities may include individual and group therapy, crisis intervention, case management, client advocacy, prevention, and education.",60280.0,132810.0,0.4299163179916318,0.6836628511966701,0.556789584594151,1.71,4.08,2.78,6.97,2.46,3.12,5.0,7.6648,100.0,3.25,4.12,4.0,2.0,4.0,2.62,4.12,3.75,3.88,3.88,3.25,3.5,1.88,1.88,3.0,3.38,1.38,2.5,2.0,3.75,1.88,1.88,1.0,3.88,4.25,3.25,2.88,1.75,3.25,1.0
21-1029.00,21-1029,"Social Workers, All Other",All social workers not listed separately.,71900.0,62930.0,0.5564853556485355,0.5369406867845994,0.5467130212165674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21-1091.00,21-1091,Health Education Specialists,"Provide and manage health education programs that help individuals, families, and their communities maximize and maintain healthy lifestyles. Use data to identify community needs prior to planning, implementing, monitoring, and evaluating programs designed to encourage healthy lifestyles, policies, and environments. May link health systems, health providers, insurers, and patients to address individual and population health needs. May serve as resource to assist individuals, other health professionals, or the community, and may administer fiscal resources for health education programs.",64070.0,65690.0,0.4874476987447699,0.5483870967741935,0.5179173977594818,1.66,5.29,2.54,6.15,3.21,3.95,4.0,5.3861,35.23,3.88,4.12,3.75,2.12,3.75,2.5,4.12,4.12,3.12,3.62,3.38,3.25,2.25,2.12,3.0,3.0,1.5,3.0,1.88,3.12,1.38,1.38,1.0,3.25,3.88,3.12,3.0,1.75,3.38,1.0
21-1092.00,21-1092,Probation Officers and Correctional Treatment Specialists,"Provide social services to assist in rehabilitation of law offenders in custody or on probation or parole. Make recommendations for actions involving formulation of rehabilitation plan and treatment of offender, including conditional release and education and employment stipulations.",66270.0,89390.0,0.5151673640167364,0.6077003121748179,0.5614338380957771,2.35,3.44,2.15,5.56,3.92,4.18,4.0,5.8779,90.47,3.38,4.0,3.88,1.88,3.88,1.75,4.0,3.75,3.75,3.12,3.0,3.62,1.62,1.62,2.25,3.12,2.12,1.75,2.25,3.12,1.62,2.0,1.0,3.0,4.0,2.88,2.75,1.5,3.38,1.62
21-1093.00,21-1093,Social and Human Service Assistants,"Assist other social and human service providers in providing client services in a wide variety of fields, such as psychology, rehabilitation, or social work, including support for families. May assist clients in identifying and obtaining available benefits and social and community services. May assist social workers with developing, organizing, and conducting programs to prevent and resolve problems relevant to substance abuse, human relationships, rehabilitation, or dependent care.",45930.0,437860.0,0.1877615062761506,0.894901144640999,0.5413313254585748,1.28,2.8,1.95,6.09,3.61,4.57,4.0,5.5396,55.39,3.25,4.0,3.62,2.0,3.75,1.75,4.0,3.62,3.25,3.75,2.88,3.25,2.0,2.0,2.25,3.0,2.0,2.0,2.0,3.38,1.62,1.88,1.0,3.88,4.0,2.75,2.88,1.75,3.0,1.12
21-1094.00,21-1094,Community Health Workers,"Promote health within a community by assisting individuals to adopt healthy behaviors. Serve as an advocate for the health needs of individuals by assisting community residents in effectively communicating with healthcare providers or social service agencies. Act as liaison or advocate and implement programs that promote, maintain, and improve individual and overall community health. May deliver health-related preventive services such as blood pressure, glaucoma, and hearing screenings. May collect data to help identify community health needs.",51850.0,61660.0,0.3305439330543933,0.5359001040582726,0.4332220185563329,2.0,3.49,2.22,6.58,3.53,3.38,4.0,5.726727327267273,67.18,3.62,4.12,3.75,2.25,3.88,1.25,4.12,4.0,3.5,3.62,3.5,3.38,1.88,1.88,3.25,3.0,1.88,1.38,2.12,3.5,1.5,1.88,1.0,3.88,4.12,3.38,3.12,1.5,3.38,1.62
21-1099.00,21-1099,"Community and Social Service Specialists, All Other",All community and social service specialists not listed separately.,56730.0,107730.0,0.3786610878661088,0.6430801248699272,0.510870606368018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21-2011.00,21-2011,Clergy,Conduct religious worship and perform other spiritual functions associated with beliefs and practices of religious faith or denomination. Provide spiritual and moral guidance and assistance to members.,60810.0,57200.0,0.4361924686192469,0.5192507804370448,0.4777216245281458,2.1,2.11,3.44,5.91,4.17,2.89,5.0,6.476447644764476,72.62,3.75,4.25,3.75,1.88,3.88,1.38,4.75,3.88,3.75,3.75,4.0,3.88,2.75,2.75,3.38,3.75,1.38,1.75,1.75,3.88,1.5,1.0,1.0,4.0,4.12,2.88,3.0,1.5,3.88,1.0
21-2021.00,21-2021,"Directors, Religious Activities and Education","Coordinate or design programs and conduct outreach to promote the religious education or activities of a denominational group. May provide counseling, guidance, and leadership relative to marital, health, financial, and religious problems.",52100.0,22160.0,0.3331589958158996,0.3194588969823101,0.3263089463991048,1.0,2.71,3.38,7.0,6.16,3.16,4.0,5.37006299370063,63.33,3.88,4.0,3.88,2.12,3.88,1.38,4.12,3.25,3.5,3.75,3.88,3.62,2.75,2.75,3.0,3.0,1.12,2.88,2.0,3.12,1.75,2.0,1.0,3.88,4.0,3.12,2.88,1.88,3.12,1.5
21-2099.00,21-2099,"Religious Workers, All Other",All religious workers not listed separately.,45280.0,15760.0,0.1757322175732217,0.2476586888657648,0.2116954532194933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23-1011.00,23-1011,Lawyers,"Represent clients in criminal and civil litigation and other legal proceedings, draw up legal documents, or manage or advise clients on legal transactions. May specialize in a single area or may practice broadly in many areas of law.",159670.0,754500.0,0.9518828451882844,0.9375650364203956,0.94472394080434,1.12,4.38,2.4,3.48,5.51,4.59,5.0,10.7719,100.0,3.75,4.5,4.5,2.0,4.5,1.5,4.62,4.25,4.12,3.5,3.12,4.12,2.0,2.0,2.88,4.0,1.0,2.38,1.38,4.0,1.5,1.0,1.0,3.12,3.75,3.38,3.0,1.5,3.62,1.0
